"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie Mellon University (CMU)","Computer Science - COS Program, PhD (F10)","Wait listed via E-mail on 3 Mar 2010 ","A","3 Mar 2010","my top choice..anyone else heard?"
"Carnegie Mellon University (CMU) - Information Networking Institute","Computer Science - Information Networking, Masters (F10)","Accepted via E-mail on 1 Mar 2010 Undergrad GPA: n/aGRE General (V/Q/W): 550/800/3.50GRE Subject: n/a","I","3 Mar 2010","Still waiting to hear from Stanford, uMich and JHU. Got rejected from Berkeley!"
"Carnegie Mellon University (CMU) - Information Networking Institute","Computer Science - Information Networking, Masters (F10)","Accepted via Website on 2 Mar 2010 ","I","2 Mar 2010","I applied for MSIN @ Pittsburgh. Financial information will be available by March 31st."
"Carnegie Mellon University (CMU) - Information Networking Institute","Computer Science - Infomation Security Technology And Management, Masters (F10)","Accepted via Website on 2 Mar 2010 ","I","2 Mar 2010","Course: MSISTM. No news of funding."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 24 Feb 2010 Undergrad GPA: 3.80GRE General (V/Q/W): 800/470/3.50GRE Subject: n/a","I","26 Feb 2010","I regret to inform you that we are unable to admit you to the Ph.D. in Computer Science program at Carnegie Mellon. We received over 1700 applications this year. Our graduate programs can support only a limited number of new students. Unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","25 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 24 Feb 2010 ","I","25 Feb 2010",""
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science Robotics Institute, PhD (F10)","Rejected via E-mail on 24 Feb 2010 ","I","25 Feb 2010","I regret to inform you that after careful consideration of your application, our Admissions Committee has decided that it cannot admit you to the Robotics Graduate Programs at Carnegie Mellon University.  There were many outstanding applicants this year, more than we can accommodate in the program.
I would like to thank you for considering the Robotics Graduate Programs, and I wish you the best of success in your graduate studies.
"
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science (Robotics), PhD (F10)","Rejected via E-mail on 24 Feb 2010 ","I","24 Feb 2010","Sigh"
"Carnegie Mellon University (CMU)","Computer Science (CS), PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","24 Feb 2010","Rejected and dejected"
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science (Robotics), Masters (F10)","Rejected via E-mail on 24 Feb 2010 ","I","24 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 24 Feb 2010 ","I","24 Feb 2010","as expected"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 24 Feb 2010 ","I","24 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 24 Feb 2010 ","I","24 Feb 2010","finally got the batch email"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 24 Feb 2010 ","I","24 Feb 2010","sad"
"Carnegie Mellon University, (CMU)","Computer Science (CS), PhD (S10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science (Language Technologies Institute), PhD (S10)","Rejected via E-mail on 23 Feb 2010 ","","23 Feb 2010",""
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","A","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","A","23 Feb 2010","I knew this was going to happen.  At least I got into my second choice, so I know where I'm going now."
"Carnegie Mellon University (CMU)","Computer Science / Neural Basis Of Cognition, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","A","23 Feb 2010","Perhaps it wasn't a great match.  Forum username Mumbet, stats are in the signature."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 Undergrad GPA: 3.90GRE General (V/Q/W): 730/800/4.00GRE Subject: n/a","A","23 Feb 2010","Applied to ML and CS with focus on computational biology"
"Carnegie Mellon University (CMU)","Computer Science (CS), PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","A","23 Feb 2010","Expected, given how late it is."
"Carnegie Mellon University (CMU)","Computer Science (Pure And Applied Logic), PhD (F10)","Rejected via E-mail on 24 Feb 2010 Undergrad GPA: 4.00GRE General (V/Q/W): 520/800/3.50GRE Subject: 900","I","23 Feb 2010","Straight-A+, good research record, maximal score on math GRE, excellent references. What more could I do? Sigh. I have decent (top 10, not top 5) offers."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","U","23 Feb 2010","Rejected from both ML and Computer Science programs"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 Undergrad GPA: 9.99GRE General (V/Q/W): 570/780/4.50GRE Subject: n/a","I","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science Robotics Institute, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","U","23 Feb 2010",""
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science (Pure And Applied Logic), PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science Robotics Institute, PhD (F10)","Rejected via E-mail on 23 Feb 2010 Undergrad GPA: 3.70GRE General (V/Q/W): 710/800/4.00GRE Subject: 730","U","23 Feb 2010","My subject test was in math."
"Carnegie Mellon University (CMU)","Computer Science (Robotics), PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science (Language Technologies Institute), Masters (F10)","Rejected via E-mail on 23 Feb 2010 ","O","23 Feb 2010","I regret to inform you that we are unable to admit you to the M.S. in Language and Information Technologies program at Carnegie Mellon. We received over 1700 applications this year. Our graduate programs can support only a limited number of new students. Unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications.



I am shattered fu**ed i dont know what to do........I have applied to only one institute.......and was expecting like anything

what to do next......fu** :("
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F10)","Rejected via E-mail on 23 Feb 2010 ","U","23 Feb 2010","my far and away top choice"
"Carnegie Mellon University (CMU)","Computer Science (CS), PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","","23 Feb 2010","I am regret to know that I don't belong to any of the top universities."
"Carnegie Mellon University (CMU)","Computer Science (CS) Phd In Machine Learning, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010","I regret to inform you that we are unable to admit you to the Ph.D. in Machine Learning program at Carnegie Mellon. We received over 1700 applications this year. Our graduate programs can support only a limited number of new students. Unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science (CS), PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","A","23 Feb 2010","Wow who would have thought CMU would be such a competitive school? shocking!"
"Carnegie Mellon University (CMU)","Computer Science (Robotics), PhD (F10)","Rejected via E-mail on 23 Feb 2010 Undergrad GPA: 3.71GRE General (V/Q/W): 360/760/3.50GRE Subject: n/a","A","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","U","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science/Neural Basis Of Cognition, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","U","23 Feb 2010","no top ones for me anymore......move onto next list, UIUC, UT Austin, TAMU, Rice, Purude.......bring it on......."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","A","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science CSD, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010","Okay. I get the point!!"
"Carnegie Mellon University (CMU)","Computer Science (CS), PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010","I regret to inform you that we are unable to admit you to the Ph.D. in Computer Science program at Carnegie Mellon. We received over 1700 applications this year. Our graduate programs can support only a limited number of new students. Unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications.
"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","U","23 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 23 Feb 2010 ","I","23 Feb 2010","I am the first one to post :)"
"Carnegie Mellon University (CMU)","Computer Science Robotics Institute, Masters (F10)","Accepted via E-mail on 19 Feb 2010 ","I","22 Feb 2010","Same question as the person 2 entries below.. :("
"Carnegie Mellon University (CMU)","Computer Science (Robotics), Masters (F10)","Accepted via E-mail on 19 Feb 2010 ","A","19 Feb 2010","Applied to MS program on a whim along with PhD programs. This almost seems tempting, though."
"Carnegie Mellon University (CMU)","Computer Science Robotics Institute, PhD (F10)","Accepted via E-mail on 18 Feb 2010 ","A","18 Feb 2010","Wow!"
"Carnegie Mellon University (CMU)","Computer Science Robotics Institute, PhD (F10)","Accepted via E-mail on 18 Feb 2010 Undergrad GPA: 3.99GRE General (V/Q/W): 700/800/4.50GRE Subject: n/a","A","18 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science (Language Technologies Institute), Masters (F10)","Accepted via E-mail on 6 Feb 2010 Undergrad GPA: 3.55GRE General (V/Q/W): 640/800/4.50GRE Subject: n/a","I","13 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via E-mail on 11 Feb 2010 ","I","11 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science (Language Technologies Institute), Masters (F10)","Accepted via E-mail on 5 Feb 2010 ","A","6 Feb 2010","Applied for PhD, admitted MS w/o funding."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via E-mail on 26 Jan 2010 ","I","6 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science (Language Technologies Institute), Masters (F10)","Accepted via E-mail on 6 Feb 2010 ","I","6 Feb 2010","Applied to PhD program, got MS admission with no funding"
"Carnegie Mellon University (CMU)","Computer Science Language Technologies Institute, Masters (F10)","Accepted via E-mail on 5 Feb 2010 Undergrad GPA: 3.80GRE General (V/Q/W): 570/800/5.00GRE Subject: n/a","I","5 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science (Language Technologies Institute), PhD (F10)","Accepted via E-mail on 5 Feb 2010 ","A","5 Feb 2010","Offered Research Fellowship (tuition+$28k stipend)"
"Carnegie Mellon University (CMU)","Computer Science (Language Technologies Institute), Masters (F10)","Accepted via E-mail on 5 Feb 2010 ","U","5 Feb 2010","Applied to PhD program and got Master admission with no financial support"
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, Masters (F10)","Accepted via E-mail on 5 Feb 2010 ","A","5 Feb 2010","Applied to PhD program, admitted as Masters with no funding"
"Carnegie Mellon University (CMU)","Computer Science (Language Technologies Institute), Masters (F10)","Accepted via E-mail on 5 Feb 2010 Undergrad GPA: 3.84GRE General (V/Q/W): 650/760/5.50GRE Subject: n/a","A","5 Feb 2010","Accepted to masters program only, although I applied to the PhD program..."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via E-mail on 26 Jan 2010 ","I","5 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science - COS Program, PhD (F10)","Accepted via E-mail on 5 Feb 2010 Undergrad GPA: 3.92GRE General (V/Q/W): 790/800/6.00GRE Subject: n/a","I","5 Feb 2010","Full Funding with Graduate Fellowship. $35k tuition + $20k stipend + HI. Advisor: Prof. K Carley. TM and Edulix: ATB"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Other via Other on 3 Feb 2010 ","I","3 Feb 2010","To the guy who got admit from CMU-CS, can you tell the specialization? anyone u or ur friends heard from ML?"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via E-mail on 3 Feb 2010 ","A","3 Feb 2010","Finally!!!"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via Phone on 24 Jan 2010 ","I","2 Feb 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via E-mail on 2 Feb 2010 ","I","2 Feb 2010","Accepted with full financial support."
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, PhD (F10)","Accepted via E-mail on 30 Jan 2010 Undergrad GPA: 3.60GRE General (V/Q/W): 650/780/4.50GRE Subject: n/a","A","30 Jan 2010","Contacted by prof I want to work with"
"Carnegie Mellon University (CMU)","Computer Science - COS Program, PhD (F10)","Accepted via Postal Service on 29 Jan 2010 ","U","29 Jan 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via Phone on 27 Jan 2010 Undergrad GPA: 3.80GRE General (V/Q/W): 640/800/5.00GRE Subject: 830","A","27 Jan 2010","Machine Learning program (I also submitted this yesterday under Machine Learning, same person)

call from grad student, email, and mail"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via E-mail on 27 Jan 2010 ","I","27 Jan 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via E-mail on 27 Jan 2010 ","I","27 Jan 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via E-mail on 27 Jan 2010 ","I","27 Jan 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via Phone on 24 Jan 2010 ","A","25 Jan 2010",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via Phone on 24 Jan 2010 Undergrad GPA: 3.80GRE General (V/Q/W): 650/800/5.00GRE Subject: n/a","A","25 Jan 2010","Phone call from director"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Accepted via Phone on 24 Jan 2010 Undergrad GPA: 3.75GRE General (V/Q/W): 600/800/5.50GRE Subject: n/a","A","24 Jan 2010","Phone call from director of CS graduate studies"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F10)","Rejected via Other on 23 Jan 2010 ","I","23 Jan 2010","Heard from an insider that I'm not among the accepted list. Results will come out soon."
"Carnegie Mellon University (CMU)","Computer Science MSIT-VLIS, Masters (F10)","Accepted via E-mail on 15 Jan 2010 ","I","16 Jan 2010","Does anyone know whether this program is worthy of the high tuition "
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 21 Feb 2009 ","I","26 Mar 2009",""
"Carnegie Mellon Mellon University (CMU)","Computer Science Robotics Institute, Masters (?)","Accepted via Postal Service on 20 Feb 2009 ","I","24 Mar 2009",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","15 Mar 2009",""
"Carnegie Mellon (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","10 Mar 2009","Expected..."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","4 Mar 2009","rejected. I was on top of the list. :)"
"Carnegie Mellon University (CMU)","Computer Science (HCI), PhD (?)","Accepted via E-mail on 4 Mar 2009 ","I","3 Mar 2009",""
"Carnegie Mellon (CMU)","Computer Science (HCI), PhD (?)","Rejected via E-mail on 21 Feb 2009 ","A","2 Mar 2009",""
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","24 Feb 2009","Oh well, California is nicer anyway.."
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","U","24 Feb 2009","I regret to inform you that we are unable to admit you to the Ph.D. in Robotics program at Carnegie Mellon. We received nearly 1600 applications this year. Our graduate programs can support only a limited number of new students. Unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications."
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","U","24 Feb 2009",""
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","A","21 Feb 2009","For those rejected from Master's program, did you receive a separate e-mail from the PhD rejection? I received a PhD rejection e-mail but it did not mention the Masters and I have received nothing via postal service."
"Carnegie Mellon University (CMU)","Computer Science + Machine Learning Department, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","21 Feb 2009","Rejected to Machine Learning Department. Still waiting for Computer Science but never received an email. At the online system, they say that they have sent all decisions...Any idea? I don't understand what is happening..."
"Carnegie Mellon University (CMU)","Computer Science - RI, Masters (?)","Accepted via Postal Service on 21 Feb 2009 ","I","21 Feb 2009","is it good school?"
"Carnegie Mellon University (CMU)","Computer Science Department, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","21 Feb 2009","CSD"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","A","21 Feb 2009",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","A","20 Feb 2009","CSD"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 21 Feb 2009 ","I","20 Feb 2009","no doubt - rejection"
"Carnegie Mellon (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","A","20 Feb 2009","Who wants to live in Pittsburgh anyway?  Glad I was rejected because now there's no doubts."
"Carnegie Mellon (CMU)","Computer  Science - Software Engineering, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009","expected result"
"Carnegie Mellon (CMU)","Computer  Science - Software Engineering, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009",""
"Carnegie Mellon University (CMU)","Computer Science (CSD And RI), PhD (?)","Rejected via E-mail on 20 Feb 2009 ","A","20 Feb 2009",""
"Carnegie Mellon Mellon University (CMU)","Computer Science (CS), PhD (?)","Rejected via E-mail on 20 Feb 2009 ","A","20 Feb 2009","CSD. Finally! This makes my ultimate decision easy =)"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","A","20 Feb 2009","theory and systems"
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, Masters (?)","Rejected via E-mail on 20 Feb 2009 ","U","20 Feb 2009","Apparently I was too good for them"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009","Cok uzgunum."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","U","20 Feb 2009",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009","I don't care, I have other better offers.. Double-degree, GPA near perfect, GRE 480V 800Q. No subject test. First-author publication"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009",""
"Carnegie Mellon Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009","I regret to inform you that we are unable to admit you to the Ph.D. in Software Engineering program at Carnegie Mellon. We received nearly 1600 applications this year. Our graduate programs can support only a limited number of new students. Unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications."
"Carnegie Mellon Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009","The third. No more plz..."
"Carnegie Mellon Mellon University (CMU)","Human-Computer Interaction, Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009","Over 1600 applicants, I believe there are only about 20 or so students a year"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","A","20 Feb 2009",""
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, Masters (?)","Rejected via E-mail on 20 Feb 2009 ","I","20 Feb 2009",""
"Carnegie Mellon Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Rejected via E-mail on 20 Feb 2009 ","A","20 Feb 2009","Denied for the PhD and the Masters...not at all what I expected."
"Carnegie Mellon Mellon University (CMU)","Computer Science - RI, PhD (?)","Accepted via E-mail on 17 Feb 2009 ","I","20 Feb 2009",":-)"
"Carnegie Mellon Mellon University (CMU)","Computer Science -- Language Technologies Institute, PhD (?)","Accepted via E-mail on 9 Feb 2009 ","I","19 Feb 2009","Accepted for MLT"
"Carnegie Mellon Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Other via E-mail on 18 Feb 2009 ","U","18 Feb 2009","Today I've got an email from RI saying that my first choice is CSD and I've already got admission from it, so I'm not considered from RI. Last year some guys got admission from both of them, but the policy looks like changed."
"Carnegie Mellon Mellon University (CMU)","Computer Science - COS Program, PhD (?)","Wait listed via E-mail on 18 Feb 2009 ","I","18 Feb 2009","Looking forward to seeing some of accepted people end up elsewhere :-)
"
"Carnegie Mellon University (CMU)","Computer Science - COS Program, PhD (?)","Wait listed via E-mail on 18 Feb 2009 ","U","18 Feb 2009","what should I do? I am nearby CMU. Should I go and beg them to accept me? Advice ?"
"Carnegie Mellon Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Accepted via Postal Service on 18 Feb 2009 ","U","17 Feb 2009","Nice! :)"
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Accepted via Postal Service on 17 Feb 2009 ","A","17 Feb 2009","PhD in Robotics. Letter is dated 2/16/2009. Arrived via UPS next day air. Wooooo!"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 26 Jan 2009 ","A","17 Feb 2009",""
"Carnegie Mellon","Computer Science -- Language Technologies Institute, PhD (?)","Other via E-mail on 5 Feb 2009 ","I","16 Feb 2009","Applied for PhD, accepted for MSc, no funding."
"Carnegie Mellon Mellon University (CMU)","Computer Science, PhD (?)","Other via Other on 16 Feb 2009 ","I","16 Feb 2009","I know that from the previous week the CS department of CMU had compiled a list already."
"Carnegie Mellon","Computer Science--ISR, PhD (?)","Other via Other on 12 Feb 2009 ","O","12 Feb 2009","Those who got into CMU Phd: anyone hear from the Institute for Software Research Software Engineering Phd? Thanks."
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, Masters (?)","Accepted via E-mail on 6 Feb 2009 ","A","9 Feb 2009","Applied for PhD in LTI, accepted into Masters program without guaranteed funding."
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, PhD (?)","Accepted via E-mail on 3 Feb 2009 ","I","9 Feb 2009",""
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, PhD (?)","Rejected via E-mail on 6 Feb 2009 ","I","6 Feb 2009","First rej. So sad. My dream U... :-(("
"Carnegie Mellon Mellon University (CMU)","Computer Science -- Language Technologies Institute, PhD (?)","Rejected via E-mail on 6 Feb 2009 ","U","6 Feb 2009","so long, CMU :~~~~"
"Carnegie Mellon University (CMU)","Computer Science, Machine Learning, PhD (?)","Accepted via E-mail on 26 Jan 2009 ","I","6 Feb 2009","ML program is ""Joint Ph.D. in Public Policy and Machine Learning""."
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, Masters (?)","Accepted via E-mail on 6 Feb 2009 ","I","6 Feb 2009","No funding yet but likely on joining."
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, PhD (?)","Accepted via E-mail on 5 Feb 2009 ","U","5 Feb 2009","Happy"
"Carnegie Mellon University (CMU)","Computer Science, Masters (?)","Accepted via Postal Service on 27 Jan 2009 ","O","1 Feb 2009","-"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 28 Jan 2009 ","U","30 Jan 2009","CSD and MLD"
"Carnegie Mellon University (CMU)","Computer Science + Machine Learning Department, PhD (?)","Accepted via E-mail on 28 Jan 2009 ","A","29 Jan 2009","Via email from CSD and MLD."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Other via Other on 29 Jan 2009 ","O","29 Jan 2009","For all those people who got in to CMU PhD, which department did you get in? Did anyone here from CSD or RI? Thanks in advance."
"Carnegie Mellon University (CMU)","Computer Science -- Machine Learning, PhD (?)","Accepted via E-mail on 29 Jan 2009 ","I","29 Jan 2009","postal letter on the way. Great news!"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 26 Jan 2009 ","U","27 Jan 2009",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Other via Other on 28 Jan 2009 ","I","27 Jan 2009","To the guy who said that admissions have probably been made to now: thanks for the optimistic thought, you made our day :)"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Other via Other on 27 Jan 2009 ","I","27 Jan 2009","My area of specialization was Large Scale Networks and Network Security."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Other via Other on 27 Jan 2009 ","O","27 Jan 2009","Basically, each department at CMU has its own admission process and schedule. So, It looks like CSD sent out their decision. Not yet the other department. Another note is that CMU has no multiple rounds. Single decision for all.  If you didn't hear any news but someone did, you are very likely to be turned down."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Other via Other on 27 Jan 2009 ","O","27 Jan 2009","Anyone got accepted for Machine Learning?"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Other via Other on 27 Jan 2009 ","I","27 Jan 2009","To the 3 guys accepted to CMU (CS), congrats and could you define your areas of specialization? thanks"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 26 Jan 2009 ","I","26 Jan 2009","Fellowship for first year. Full financial support guaranteed thereafter."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 26 Jan 2009 ","A","26 Jan 2009","Accepted to CS Ph.D. with full financial support"
"Carnegie Mellon University (CMU)","Computer Science, Masters (?)","Wait listed via E-mail on 18 Apr 2008 ","A","18 Apr 2008","I agree. CMU loves to torturing applicants."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 9 Apr 2008 ","I","9 Apr 2008","Was put in waiting list, but today got email telling I was rejected."
"Carnegie Mellon University (CMU)","Computer Science, Masters (?)","Accepted via E-mail on 31 Mar 2008 ","A","31 Mar 2008","WOOOO!!!!!"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","17 Mar 2008",""
"Carnegie Mellon University (CMU)","Computer Science (MSIT-VLIS), Masters (?)","Rejected via E-mail on 8 Feb 2008 ","I","16 Mar 2008",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via Postal Service on 29 Feb 2008 ","A","13 Mar 2008","They told me they had 1400 applicants. Yowza."
