"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"University Of Illinois Urbana-Champaign (UIUC)","Computer Science, PhD (F14)","Accepted via E-mail on 24 Jan 2014 Undergrad GPA: 3.84GRE General (V/Q/W): 159/170/4.00GRE Subject: n/a","I","24 Jan 2014","1 pub, 4 strong LORs, 1.5 years of work exp at top CS company"
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F14)","Accepted via E-mail on 21 Jan 2014 ","U","23 Jan 2014","Interested in Theory. I am a Master's student at UIUC itself."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 11 Feb 2013 Undergrad GPA: 4.00GRE General (V/Q/W): 149/160/3.50GRE Subject: n/a","I","12 May 2013",""
"UIUC","Computer Science, PhD (F13)","Other via Website on 31 Mar 2013 ","I","31 Mar 2013","Just officially declined the offer (RA+fellowship) :) hope it helps friends who are in waiting list... (Dooshvari)"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 ","I","31 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 ","","26 Mar 2013",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 22 Mar 2013 ","U","23 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Accepted via E-mail on 10 Jan 2013 Undergrad GPA: 3.98GRE General (V/Q/W): 167/165/4.50GRE Subject: n/a","A","19 Mar 2013","Participated in two REU internships as an undergrad."
"Uiuc","Computer Science, Masters (F13)","Rejected via E-mail on 16 Mar 2013 ","I","18 Mar 2013","Undergrad from IIT. Summer internship at MSR-Silicon Valley."
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 18 Mar 2013 ","I","18 Mar 2013","No problem UIUC, I am going to top ten university in the world, ha ha ha"
"University Of Illinois Urbana Champaign UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 16 Mar 2013 ","I","18 Mar 2013",""
"Uiuc","Computer Science, PhD (F13)","Rejected via E-mail on 18 Mar 2013 ","I","18 Mar 2013","expected..........."
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 16 Mar 2013 Undergrad GPA: 3.60GRE General (V/Q/W): 156/167/3.50GRE Subject: n/a","I","18 Mar 2013","As expected"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 ","","17 Mar 2013","Have offers from ETH Zurich, UT Austin and Virginia Tech."
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 16 Mar 2013 ","I","17 Mar 2013",""
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 15 Mar 2013 ","I","16 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 Undergrad GPA: n/aGRE General (V/Q/W): 163/170/4.50GRE Subject: n/a","I","16 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 16 Mar 2013 ","U","16 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 16 Mar 2013 ","I","16 Mar 2013","Expected..."
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 16 Mar 2013 ","I","16 Mar 2013","Expected! NP :D"
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 Undergrad GPA: n/aGRE General (V/Q/W): 164/162/4.00GRE Subject: 710","I","16 Mar 2013",""
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 15 Mar 2013 ","I","16 Mar 2013",""
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 16 Mar 2013 ","I","16 Mar 2013","expected result"
"Uiuc","Computer Science, PhD (F13)","Rejected via E-mail on 16 Mar 2013 ","I","16 Mar 2013",""
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 16 Mar 2013 ","I","16 Mar 2013",""
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 16 Mar 2013 ","I","16 Mar 2013","expected, two top papers but no offer"
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 16 Mar 2013 ","U","16 Mar 2013","Expected, but not going there anyway. :)"
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 16 Mar 2013 ","I","16 Mar 2013","Expected, but It sucks~"
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 Undergrad GPA: 3.60GRE General (V/Q/W): 165/165/5.50GRE Subject: n/a","I","16 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 Undergrad GPA: 3.65GRE General (V/Q/W): 620/800/4.00GRE Subject: n/a","A","15 Mar 2013","MSCS ... sorta expected"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F13)","Rejected via E-mail on 15 Mar 2013 Undergrad GPA: 3.76GRE General (V/Q/W): 150/170/3.00GRE Subject: n/a","I","15 Mar 2013","Expected. POI is not accepting student this year. 4 IEEE publications."
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 ","I","15 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 16 Mar 2013 Undergrad GPA: 3.89GRE General (V/Q/W): 165/168/5.50GRE Subject: n/a","I","15 Mar 2013","MC CS"
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 15 Mar 2013 ","U","15 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 Undergrad GPA: 3.79GRE General (V/Q/W): 150/168/3.00GRE Subject: n/a","U","15 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 Undergrad GPA: 3.84GRE General (V/Q/W): 160/165/3.00GRE Subject: n/a","I","15 Mar 2013","MCS reject. Department topper, 4 years work ex."
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 15 Mar 2013 ","I","15 Mar 2013",""
"UIUC","Computer Science, Masters (F13)","Rejected via E-mail on 15 Mar 2013 ","I","15 Mar 2013",""
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 14 Feb 2013 ","O","14 Feb 2013","To the poster below:     :("
"UIUC","Computer Science, PhD (F13)","Rejected via E-mail on 14 Feb 2013 ","U","14 Feb 2013"," !"
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 9 Jan 2013 ","A","14 Feb 2013",""
"University Of Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 13 Feb 2013 ","A","14 Feb 2013",""
"UIUC","Computer Science (Computer Architecture), PhD (F13)","Accepted via E-mail on 13 Feb 2013 Undergrad GPA: 3.84GRE General (V/Q/W): 160/164/5.00GRE Subject: n/a","A","13 Feb 2013","3.84 GPA, Top Ten Undergrad University, No Research Experience, Great LoR, What I thought was a Great SoP, One Year Professional Work Experience in Computer Architecture, Funding through assistantship (either research or teaching, it did not specify one at this time)"
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 13 Feb 2013 Undergrad GPA: n/aGRE General (V/Q/W): 151/162/3.50GRE Subject: n/a","I","13 Feb 2013",""
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 12 Feb 2013 ","U","12 Feb 2013","Good luck! Without any Dooshvari!"
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 10 Feb 2013 ","I","10 Feb 2013","3 Conference Papers,2 Major Internships"
"UIUC","Computer Science, Masters (F13)","Accepted via E-mail on 7 Feb 2013 Undergrad GPA: n/aGRE General (V/Q/W): 700/800/4.00GRE Subject: n/a","I","8 Feb 2013",""
"UIUC","Computer Science, Masters (F13)","Accepted via E-mail on 7 Feb 2013 Undergrad GPA: n/aGRE General (V/Q/W): 162/164/3.50GRE Subject: n/a","I","7 Feb 2013","GPA: 71% (MU)"
"UIUC","Computer Science, Masters (F13)","Accepted via E-mail on 7 Feb 2013 ","A","7 Feb 2013",""
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 1 Feb 2013 ","I","3 Feb 2013","Had 2 research papers, 1 year work experience in research. But still can't believe it :):)"
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 1 Feb 2013 ","I","1 Feb 2013",""
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 1 Feb 2013 Undergrad GPA: 3.96GRE General (V/Q/W): 155/170/3.50GRE Subject: n/a","A","1 Feb 2013","TA/RA with monthly stipend of 2k. Super excited!! good luck everyone waiting for results!"
"UIUC","Computer Science, Masters (F13)","Accepted via E-mail on 1 Feb 2013 Undergrad GPA: 3.68GRE General (V/Q/W): 159/166/4.00GRE Subject: n/a","I","1 Feb 2013","No funding. TA/RA possible, not yet decided."
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 25 Jan 2013 ","I","27 Jan 2013",""
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 25 Jan 2013 ","I","27 Jan 2013",""
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 17 Jan 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 550/800/3.00GRE Subject: n/a","I","17 Jan 2013",""
"University Of Illinois At UrbanaChampaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 17 Jan 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 680/780/4.00GRE Subject: n/a","A","17 Jan 2013",""
"University Of Illinois Urbana-Champaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 16 Jan 2013 Undergrad GPA: 3.94GRE General (V/Q/W): 161/166/5.00GRE Subject: n/a","A","16 Jan 2013","One internship and multiple undergrad research projects with publications in progress but not published."
"UIUC","Computer Science, Masters (F13)","Accepted via E-mail on 11 Jan 2013 ","I","11 Jan 2013",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 10 Jan 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 158/170/3.50GRE Subject: n/a","I","10 Jan 2013",""
"UIUC","Computer Science, PhD (F13)","Accepted via E-mail on 9 Jan 2013 ","A","9 Jan 2013","3 publications in major conferences, Strong LORs, Good GPA"
"University Of Illinois, Urbana-Champaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 9 Jan 2013 ","A","9 Jan 2013",""
"University Of Illinois, Urbana-Champaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 9 Jan 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 156/168/4.50GRE Subject: n/a","","9 Jan 2013","1 conference publication.  Undergraduate, strong LORs, strong research."
"University Of Illinois, Urbana-Champaign (UIUC)","Computer Science, PhD (F13)","Accepted via E-mail on 8 Jan 2013 ","A","8 Jan 2013","one first author publication, two other pubs. All in NLP, applied to do NLP or ML."
"UIUC","Computer Science, Masters (F12)","Rejected via E-mail on 6 Apr 2012 ","I","6 Apr 2012",""
"UIUC","Computer Science, Masters (F12)","Rejected via E-mail on 6 Apr 2012 ","A","6 Apr 2012","-__-"
"University Of Illinois Champion (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 16 Mar 2012 Undergrad GPA: 3.30GRE General (V/Q/W): 730/800/4.00GRE Subject: n/a","I","22 Mar 2012","As part of their bulk rejections; 4 conf pubs + 1 journal pub..8th reject"
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, PhD (F12)","Rejected via E-mail on 21 Mar 2012 Undergrad GPA: 3.30GRE General (V/Q/W): 490/800/4.50GRE Subject: 810","A","21 Mar 2012",""
"Illinois-Urbana Champaign (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 17 Mar 2012 ","I","17 Mar 2012","3rd Reject. Tch."
"Illinois-Urbana Champaign (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 16 Mar 2012 Undergrad GPA: n/aGRE General (V/Q/W): 161/168/5.50GRE Subject: n/a","I","16 Mar 2012",""
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, PhD (F12)","Rejected via E-mail on 16 Mar 2012 Undergrad GPA: 3.76GRE General (V/Q/W): 148/168/3.50GRE Subject: 96","I","16 Mar 2012","10th reject! I think I should prepare myself for fall 2013 rejects :("
"Illinois-Urbana Champaign (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 16 Mar 2012 Undergrad GPA: 3.90GRE General (V/Q/W): 153/162/4.50GRE Subject: n/a","I","16 Mar 2012","Bozo's. Anyways have alternative offers in hand. Looking forward to Maryland - College Park."
"University Of Illinois - Urbana-Champaign (UIUC","Computer Science, PhD (F12)","Accepted via E-mail on 16 Feb 2012 ","I","16 Mar 2012","After interview with POIrnNo GRE, Toefl 98"
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, PhD (F12)","Rejected via E-mail on 16 Mar 2012 ","A","16 Mar 2012","I actually submitted this with wrong major.  4.0 graduate (MS) average at a different U of I campus and 3.95 undergraduate GPA.  They cut enrollment by half?  Sure they didn't cut unfunded masters, all about the buck with colleges anymore and nothing to do with research or learning."
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 16 Mar 2012 Undergrad GPA: 3.60GRE General (V/Q/W): 500/800/4.50GRE Subject: n/a","I","16 Mar 2012",""
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, PhD (F12)","Rejected via E-mail on 15 Mar 2012 ","A","16 Mar 2012","been accepted at UW-Madison, Univ. of Utah, Univ. of Minn., Washington Univ."
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, PhD (F12)","Rejected via E-mail on 16 Mar 2012 Undergrad GPA: 3.34GRE General (V/Q/W): 500/800/3.00GRE Subject: n/a","I","16 Mar 2012","4th reject. :("
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 16 Mar 2012 ","I","16 Mar 2012",""
"Illinois-Urbana Champaign (UIUC)","Computer Scienced Computer Science, PhD (F12)","Rejected via E-mail on 15 Mar 2012 ","I","16 Mar 2012",""
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 16 Mar 2012 Undergrad GPA: 3.71GRE General (V/Q/W): 162/163/4.00GRE Subject: n/a","I","16 Mar 2012",""
"Illinois-Urbana Champaign (UIUC)","Communication And Computer Science, PhD (F12)","Rejected via E-mail on 15 Mar 2012 ","A","16 Mar 2012","Currently finishing last two graduate courses with ""A"" averages at University of Illinois Springfield for MS.  Current graduate GPA 4.0.  Some research (graduate research seminar) at UIS and a little at undergraduate internship.  Doing some research in current class."
"Illinois-Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Rejected via E-mail on 15 Mar 2012 ","I","15 Mar 2012","Got an e-mail from the dean that complains they do not have enough seats for qualified students. Damn it, please go to shopping mall and buy more chairs. n-th rejection, where n goes to infinity."
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 15 Mar 2012 ","U","15 Mar 2012",""
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 15 Mar 2012 ","I","15 Mar 2012","1st Reject..."
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, Masters (F12)","Rejected via E-mail on 15 Mar 2012 Undergrad GPA: 3.50GRE General (V/Q/W): 550/800/5.00GRE Subject: n/a","I","15 Mar 2012",""
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, PhD (F12)","Rejected via E-mail on 15 Mar 2012 ","","15 Mar 2012",""
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, Masters (F12)","Accepted via E-mail on 1 Mar 2012 Undergrad GPA: 3.30GRE General (V/Q/W): 158/165/6.00GRE Subject: n/a","A","1 Mar 2012",""
"University Of Illinois - Urbana-Champaign (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 16 Feb 2012 ","I","17 Feb 2012","Tuition waiver  RAship 1980m

Dream's come true"
"University Of Illinois At Urbana - Champaigne (UIUC","Computer Science, Masters (F12)","Accepted via E-mail on 9 Feb 2012 Undergrad GPA: 3.80GRE General (V/Q/W): 500/770/3.50GRE Subject: n/a","I","9 Feb 2012",""
"UIUC","Computer Science, Masters (F12)","Accepted via E-mail on 9 Feb 2012 Undergrad GPA: 3.70GRE General (V/Q/W): 570/800/4.50GRE Subject: n/a","I","9 Feb 2012",""
"University Of Illinois At Urbana - Champaigne (UIUC)","Computer Science, Masters (F12)","Accepted via E-mail on 3 Feb 2012 Undergrad GPA: 3.95GRE General (V/Q/W): 610/800/5.00GRE Subject: n/a","A","6 Feb 2012",""
"University Of Illinois At Urbana - Champaigne (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 3 Feb 2012 ","I","4 Feb 2012","RA"
"University Of Illinois Urbana Champaigne (UIUC)","Computer Science, Masters (F12)","Accepted via E-mail on 3 Feb 2012 ","I","4 Feb 2012","Unfunded Masters. First Accept. Waiting for other results"
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 24 Jan 2012 ","I","30 Jan 2012","No publications. Good research projects"
"University Of Illinois At Urbana (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 15 Jan 2012 ","U","28 Jan 2012",""
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 12 Jan 2012 ","I","26 Jan 2012","Accepted with fellowship. One international publication under review, good GPA, two research internships and two research projects. Also International Physics Olympiad medalist."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 24 Jan 2012 ","I","25 Jan 2012","RA"
"University Of Illinois At Urbana - Champaigne (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 25 Jan 2012 ","I","25 Jan 2012","RA $1980 per month"
"University Of Illinois At Urbana - Champaigne (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 25 Jan 2012 Undergrad GPA: 3.73GRE General (V/Q/W): 670/790/5.00GRE Subject: n/a","I","25 Jan 2012","RA/TA Assistantship, Tuition Waiver"
"University Of Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 24 Jan 2012 ","I","24 Jan 2012",""
"University Of Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 24 Jan 2012 ","I","24 Jan 2012","My dream uni......:-)"
"University Of Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Other via E-mail on 20 Jan 2012 Undergrad GPA: 3.80GRE General (V/Q/W): 163/167/5.50GRE Subject: n/a","A","20 Jan 2012","Rejected from PhD, but offered unfunded Masters.  Have year+ research experience in one lab, and quarter research experiences in 2 others--none 100% in field of interest.  No publications, though!  Come from a small liberal arts undergrad."
"University Of Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 19 Jan 2012 Undergrad GPA: 3.87GRE General (V/Q/W): 159/167/4.00GRE Subject: n/a","","19 Jan 2012","I posted the previous 'K-12 education' entry. Looks like they decided to admit after providing the additional information.

Over the moon!!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 11 Jan 2012 ","I","13 Jan 2012",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (CS), PhD (F12)","Accepted via E-mail on 13 Jan 2012 ","U","13 Jan 2012","studied ECE"
"University Of Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Other via E-mail on 11 Jan 2012 ","","11 Jan 2012","Plz, plz, state your record also when submitting the admission news. Thank you very much!"
"University Of Illinois At Urbana - Champaigne (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 10 Jan 2012 ","I","11 Jan 2012",""
"University Of Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F12)","Accepted via E-mail on 10 Jan 2012 ","A","11 Jan 2012","Scientific Computing concentration"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (CS), PhD (F12)","Accepted via E-mail on 10 Jan 2012 Undergrad GPA: 3.94GRE General (V/Q/W): 590/800/4.50GRE Subject: 670","A","11 Jan 2012","completing BS in Math; Subject test is in math"
"UIUC","Computer Science MS, Masters (F11)","Accepted via E-mail on 11 May 2011 ","","15 May 2011","Hey! I don't know if I was in the wait list. I appealed for reconsideration on the basis of my profile. you can personally contact me on siddharth_bvcoe@hotmail.com"
"UIUC","Computer Science, Masters (F11)","Other via Other on 13 May 2011 ","O","13 May 2011","To poster below accepted for UIUC. Firstly congratulations for this. But u were in waiting list or what? Since acceptance came in early march i believe. Can you share your profile and ur Area of interest? Did u contact any professor?"
"UIUC","Computer Science MS, Masters (F11)","Accepted via E-mail on 11 May 2011 ","I","12 May 2011",""
"University Of Illinois At Urbana (UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 29 Mar 2011 ","I","29 Mar 2011","WL->rej. Within five years, I'll make you deeply sorry for this decision, I swear."
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Other via E-mail on 24 Mar 2011 ","","25 Mar 2011","We apologize for the long delays. The committee has requested a few more days to make some final decisions. I am hoping to have their decisions by Monday or Tuesday of next week.
Again. We apologize for the additional time."
"University Of Illinois At Urbana - Champaigne (UIUC)","Computer Science, PhD (F11)","Wait listed via Other on 25 Mar 2011 ","I","25 Mar 2011","WL makes me so fu**ing depressed although already admitted to Gatech. Anybody hasn't heard from UIUC either?"
"University Of Illinois At Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Wait listed via Other on 22 Mar 2011 ","I","22 Mar 2011","Check with the professors I contacted before and I was on some other professors' wl. For all the guys on wl, hang in there."
"University Of Illinois At Urbana - Champaigne (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 16 Mar 2011 Undergrad GPA: 3.49GRE General (V/Q/W): 770/530/3.50GRE Subject: n/a","I","22 Mar 2011","with RA"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Wait listed via Other on 17 Mar 2011 ","I","17 Mar 2011","Checked with the professor who I had an interview before. For those who accepted but won't go to UIUC, could you please decline the offer as soon as possible?"
"University Of Illinois At Urbana (UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 5 Mar 2011 Undergrad GPA: 3.94GRE General (V/Q/W): 350/800/3.00GRE Subject: n/a","I","7 Mar 2011",""
"UIUC","Computer Science, PhD (F11)","Rejected via E-mail on 5 Mar 2011 ","I","7 Mar 2011",""
"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 4 Mar 2011 ","I","5 Mar 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011",""
"University Of Illinois At Urbana (UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011","got admission from better school"
"UIUC","Computer Science, Masters (F11)","Rejected via E-mail on 4 Mar 2011 ","I","5 Mar 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 5 Mar 2011 ","A","5 Mar 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 5 Mar 2011 Undergrad GPA: 3.71GRE General (V/Q/W): 520/770/4.50GRE Subject: n/a","A","5 Mar 2011","small non-research undergrad in CS, 1 conference publication (only author). GPA: 3.71 (CS: 3.95), GRE: Q(770) V(520) AW(4.5)"
"UIUC","Computer Science, Masters (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011","rejections rejections rejections .. had good profile .. dead sad ;("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 4 Mar 2011 ","I","5 Mar 2011","My 2nd rejection. It was my dream school bcz of professor. Feeling down as I saw results in inbox in early morning. But feeling bit better seeing lots of rejections on GradCafe. :'( :'(
- Ohh God pathetic feelings."
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science MS, Masters (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011","One of my professors failed to submit his recommendation on time"
"University Of Illinois At Urbana (UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011","Thankfully, this was followed by a funded admittance email from another university."
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011","Dream School, 6th Rej"
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science (CS), PhD (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011",""
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science (CS), PhD (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011","9th straight rejection received, in computer vision."
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Scienced Computer Science, Masters (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011","straight 6 rejections so far... totally desperate :'("
"UIUC","Computer Science, Masters (S11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011",""
"University Of Illinois At Urbana (UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 5 Mar 2011 ","I","5 Mar 2011",""
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 5 Mar 2011 Undergrad GPA: 3.65GRE General (V/Q/W): 650/800/4.00GRE Subject: n/a","I","5 Mar 2011","Standard reject mail. A bit sad, but was expecting it. :("
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 4 Mar 2011 ","I","5 Mar 2011",":("
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science (CS), PhD (F11)","Rejected via E-mail on 4 Mar 2011 ","I","4 Mar 2011",""
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science (CS), Masters (F11)","Rejected via E-mail on 4 Mar 2011 ","I","4 Mar 2011","Batch rejection."
"UIUC","Computer Science, PhD (F11)","Rejected via E-mail on 4 Mar 2011 ","O","4 Mar 2011",":P"
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 4 Mar 2011 ","I","4 Mar 2011",":("
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 4 Mar 2011 ","I","4 Mar 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 4 Mar 2011 ","I","4 Mar 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Rejected via E-mail on 4 Mar 2011 ","A","4 Mar 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 4 Mar 2011 ","A","4 Mar 2011","i think uiuc's rejection flood gates have just opened"
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science, Masters (F11)","Rejected via E-mail on 3 Mar 2011 ","I","4 Mar 2011","Kinda expected."
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 15 Feb 2011 Undergrad GPA: 3.70GRE General (V/Q/W): 710/800/3.50GRE Subject: n/a","I","3 Mar 2011","1 journal pub in IEEE Transactions, 2 other conference pubs"
