"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Boston University","Classics, PhD (F10)","Rejected via E-mail on 17 Mar 2010 Undergrad GPA: 3.90GRE General (V/Q/W): 650/710/5.00GRE Subject: n/a♦","A","18 Mar 2010","very nice email"
"Boston University","Biomedical Engineering, PhD (F10)","Rejected via Postal Service on 17 Mar 2010 ","U","18 Mar 2010","eh...f#%^ that..!"
"Boston University","American History, PhD (F10)","Accepted via E-mail on 17 Mar 2010 ","I","17 Mar 2010","Email from admissions committee, informing me that I will receive an official notice shortly. No word on funding, yet."
"Boston University School Of Education","Master Of Arts In Teaching, Masters (F10)","Accepted via Postal Service on 17 Mar 2010 Undergrad GPA: 3.10GRE General (V/Q/W): 530/800/0.00GRE Subject: n/a♦","A","17 Mar 2010","Still waiting to hear about Noyce Scholarship"
"Boston University","Biomedical Engineering, PhD (F10)","Accepted via E-mail on 4 Mar 2010 ","A","17 Mar 2010","Accepted with fellowship"
"Boston University","ECE, Elec, PhD (F10)","Rejected via Postal Service on 17 Mar 2010 ","U","17 Mar 2010","my dream school"
"Boston University","Communication Disorders / Speech-Language Pathology, Masters (F10)","Rejected via Postal Service on 13 Mar 2010 Undergrad GPA: 3.55GRE General (V/Q/W): 530/700/5.00GRE Subject: n/a♦","A","16 Mar 2010",""
"Boston University","Electrical and Computer Engineering (ECE), PhD (F10)","Accepted via E-mail on 12 Mar 2010 ","O","16 Mar 2010","To below: Financial Aid was TA 18.8k per 8 months"
"Boston University","ECE Electrical Engineering, PhD (F10)","Other via Other on 16 Mar 2010 ","O","16 Mar 2010","To the Boston poster below: Did you get any financial aid from dept?"
"Boston University","Electrical and Computer Engineering (ECE), PhD (F10)","Accepted via E-mail on 12 Mar 2010 ","A","16 Mar 2010",""
"Boston University","Music Composition, PhD (F10)","Rejected via Postal Service on 15 Mar 2010 ","A","16 Mar 2010","DMA"
"Boston University","Mathematics, PhD (F10)","Other via Other on 16 Mar 2010 ","U","16 Mar 2010","anyone got results from BU Mathematics?"
"Boston University School Of Medicine","Cellular And Molecular Biology (CMB), PhD (F10)","Accepted via E-mail on 3 Mar 2010 ","A","16 Mar 2010",""
"Boston University","Computer Science, PhD (F10)","Accepted via E-mail on 15 Mar 2010 ","I","15 Mar 2010","TA $18800 for 8 months & medical insurance"
"Boston University","Electrical Engineering, PhD (F10)","Other via Other on 15 Mar 2010 ","I","15 Mar 2010","to the BU asker: I didnt apply for a specific group, rather my research@undergrad was about IP&CV. but 3 prof.s all from ISS were cc'ed in the admission email, so I guess it is that group."
"Boston University","Electrical and Computer Engineering (ECE), PhD (F10)","Other via Other on 15 Mar 2010 ","I","15 Mar 2010","To the guy who responded me: you mean at the ISS group?"
"University Of Massachusetts, Boston","Creative Writing, MFA (F10)","Rejected via Postal Service on 15 Mar 2010 ","A","15 Mar 2010",""
"Boston University","ECE Electrical Engineering, PhD (S10)","Other via Other on 15 Mar 2010 ","I","15 Mar 2010","To the poster asking the track: Image Processing & Computer Vision"
"Boston University","Broadcast Journalism, Masters (F10)","Accepted via Postal Service on 15 Mar 2010 ","A","15 Mar 2010",""
"Boston University","Biomedical Engineering, Masters (F10)","Rejected via Postal Service on 15 Mar 2010 ","U","15 Mar 2010",""
"University Of Massachusetts, Boston","English, Masters (F10)","Accepted via Website on 14 Mar 2010 Undergrad GPA: 3.95GRE General (V/Q/W): 650/710/0.00GRE Subject: n/a♦","A","15 Mar 2010",""
"Boston University","Electrical and Computer Engineering (ECE), PhD (F10)","Other via Other on 15 Mar 2010 ","I","15 Mar 2010","To those accepted to ECE/BU, to which track did you apply for?"
"Boston University","ECE Electrical Engineering, PhD (F10)","Accepted via E-mail on 15 Mar 2010 ","I","15 Mar 2010","$18800 graduate teaching fellowship"
"Boston University","English, Masters (F10)","Accepted via E-mail on 4 Mar 2010 ","A","15 Mar 2010","no funding, but nice email from director"
"Boston University Graduate School Of Arts & Sciences","Art History, PhD (F10)","Rejected via Postal Service on 15 Mar 2010 ","A","15 Mar 2010","not happy"
"Boston University School Of Education","TESOL, Masters (F10)","Accepted via Postal Service on 15 Mar 2010 ","I","15 Mar 2010",""
"Boston University School Of Education","Ed.M. In English Education, Masters (F10)","Accepted via E-mail on 14 Mar 2010 ","A","14 Mar 2010","Emailed the English Ed. advisor who said that the letter (which I haven't received) was dated Feb. 11th. A bit strange, but good news."
"Boston University","Communication Disorders / Speech-Language Pathology, Masters (F10)","Accepted via Postal Service on 5 Mar 2010 Undergrad GPA: 3.90GRE General (V/Q/W): 650/670/5.00GRE Subject: n/a♦","A","14 Mar 2010",""
"Boston University","ECE Electrical Engineering, PhD (F10)","Accepted via E-mail on 14 Mar 2010 ","I","14 Mar 2010","graduate teaching assistantship"
"Boston University","Political Science, PhD (F10)","Other via Other on 14 Mar 2010 ","","14 Mar 2010","Just declined their offer of admission- those of you on the waitlist I hope this helps!! Best of luck!!!"
"Boston University","MS In Applied Communication Research, Masters (F10)","Accepted via Postal Service on 13 Mar 2010 Undergrad GPA: 3.50GRE General (V/Q/W): 480/750/4.00GRE Subject: n/a♦","U","13 Mar 2010","my first ad after 3 rejections so i'm THRILLED! it's an expensive program though, will see if i could get funding from other schools. Good luck everyone!!"
"Boston University Graduate School Of Arts & Sciences","Statistics, PhD (F10)","Accepted via E-mail on 13 Mar 2010 Undergrad GPA: 3.70GRE General (V/Q/W): 500/800/5.50GRE Subject: n/a♦","I","13 Mar 2010","Email with unofficial acceptance and visit offer.. details of funding to come"
"Boston University","Philosophy, PhD (F10)","Other via Other on 13 Mar 2010 ","A","13 Mar 2010","To the poster about BU: was it a response to an inquiry or did they directly contact you?"
"Boston University","American History, PhD (F10)","Accepted via Postal Service on 12 Mar 2010 ","A","13 Mar 2010",""
"Boston University","Philosophy, PhD (F10)","Accepted via E-mail on 13 Mar 2010 ","I","13 Mar 2010",""
"Boston University","American And New England Studies, PhD (F10)","Rejected via Postal Service on 12 Mar 2010 ","A","13 Mar 2010","Loved this program... LOVED. This rejection hurts. Congrats to those who got in."
"Boston University","Mechanical Engineering, PhD (F10)","Rejected via Postal Service on 13 Mar 2010 ","I","13 Mar 2010","Much more frustrated"
"University Of Massachusetts, Boston","Historical Archaeology, Masters (F10)","Accepted via E-mail on 11 Mar 2010 ","A","12 Mar 2010",""
"Boston University","Finance, PhD (F10)","Rejected via Website on 12 Mar 2010 ","U","12 Mar 2010",""
"Boston University","Art History, Masters (F10)","Rejected via Postal Service on 12 Mar 2010 ","","12 Mar 2010",""
"Boston University School Of Public Health","Public Health (Health Behavior), Masters (F10)","Rejected via Postal Service on 12 Mar 2010 ","","12 Mar 2010",""
"Boston University","Art History, PhD (F10)","Rejected via Postal Service on 12 Mar 2010 ","A","12 Mar 2010",""
"Boston University","Speech Language Pathology, Masters (F10)","Accepted via Phone on 12 Mar 2010 ","A","12 Mar 2010","called b/c I hadn't gotten a letter yet...first acceptance, so relieved!  1360 GRE 3.8 GPA psych and linguistics major"
"Boston University","American And New England Studies, PhD (F10)","Rejected via Postal Service on 12 Mar 2010 ","A","12 Mar 2010","0/4 ouch."
"Boston University Graduate School Of Arts & Sciences","International Affairs (MIA), Masters (F10)","Accepted via E-mail on 5 Mar 2010 ","A","12 Mar 2010",""
"Boston University","Art History, PhD (F10)","Rejected via Postal Service on 12 Mar 2010 ","A","12 Mar 2010","wow, this was a surprise.  time for plan c, i guess."
"Boston University","Economics, Masters (S10)","Accepted via E-mail on 8 Mar 2010 ","A","12 Mar 2010",""
"Boston University","Mechanical Engineering, PhD (F10)","Other via E-mail on 11 Mar 2010 Undergrad GPA: 3.83GRE General (V/Q/W): 660/800/5.00GRE Subject: n/a♦","A","12 Mar 2010","Invited to open house."
"Boston University","Th.D. Theology, Other (F10)","Rejected via Postal Service on 10 Mar 2010 ","A","12 Mar 2010",""
"Boston University","Mathematics, PhD (S10)","Other via Other on 12 Mar 2010 ","","12 Mar 2010","Called there today. Hard to get information. At least they intend to have their admissions/rejections complete by April 1."
"Boston University Graduate School Of Arts & Sciences","Art History, MFA (F10)","Rejected via Postal Service on 4 Mar 2010 ","A","11 Mar 2010","very curt letter, little gratitude."
"Boston University","Political Science, PhD (F10)","Accepted via Postal Service on 7 Mar 2010 ","A","11 Mar 2010","Took a while to hear---they actually lost half of my application, I was less than pleased."
"Boston University","Speech - Language Pathology, Masters (F10)","Rejected via Postal Service on 11 Mar 2010 ","A","11 Mar 2010","Applied just to see if I would get in (even though it is too expensive) since I was already using the CSDCAS system.  I guess I know now LOL"
"Boston University","Mathematics, PhD (F10)","Other via Other on 11 Mar 2010 ","U","11 Mar 2010","Any one hear any news from BU Mathematics?"
"Boston University","International Affairs (MIA), Masters (F10)","Accepted via E-mail on 5 Mar 2010 ","A","11 Mar 2010","YAY!"
"Boston University","Marketing (CB), PhD (F10)","Rejected via Website on 11 Mar 2010 ","I","11 Mar 2010",""
"Boston University","MCBB, PhD (F10)","Accepted via E-mail on 7 Mar 2010 ","I","11 Mar 2010",""
"Boston University","American And New England Studies, PhD (F10)","Rejected via Postal Service on 10 Mar 2010 Undergrad GPA: 3.57GRE General (V/Q/W): 780/700/5.00GRE Subject: n/a♦","A","11 Mar 2010",""
"Boston University","Biomedical Engineering, PhD (F10)","Rejected via Postal Service on 10 Mar 2010 ","I","10 Mar 2010",":("
"Boston University","Marketing, PhD (F10)","Rejected via E-mail on 10 Mar 2010 ","I","10 Mar 2010",""
"Boston University Graduate School Of Arts & Sciences","American And New England Studies, PhD (F10)","Rejected via Postal Service on 10 Mar 2010 ","A","10 Mar 2010","Not a very good fit. The committee clearly agreed."
"Boston University","Journalism-Broadcast, Masters (F10)","Other via E-mail on 10 Mar 2010 ","A","10 Mar 2010","Received an email saying all decisions have been mailed out and will arrive by postal service in the next few days."
"Boston University","Speech - Language Pathology, Other (F10)","Accepted via Phone on 10 Mar 2010 ","A","10 Mar 2010","Still haven't received the official notification in the mail, but I called their office and they told me I'm admitted into their MS/PhD program!"
"Boston University","Speech - Language Pathology, Masters (F10)","Accepted via Postal Service on 1 Mar 2010 Undergrad GPA: n/aGRE General (V/Q/W): 530/760/0.00GRE Subject: n/a♦","A","9 Mar 2010",""
"Boston University","Biostatistics, PhD (S10)","Rejected via Postal Service on 9 Mar 2010 ","U","9 Mar 2010",""
"Boston University","Communication Disorders / Speech-Language Pathology, Masters (F10)","Wait listed via Phone on 9 Mar 2010 Undergrad GPA: 3.57GRE General (V/Q/W): 570/590/4.50GRE Subject: n/a♦","A","9 Mar 2010",""
"Boston University","Economics, Masters (F10)","Accepted via E-mail on 9 Mar 2010 Undergrad GPA: 3.50GRE General (V/Q/W): 500/800/5.00GRE Subject: n/a♦","I","9 Mar 2010","accepted by dept. of Econ. waiting for official admission from graduate school."
"Boston University","Business (Management) DBA, PhD (F10)","Rejected via Website on 9 Mar 2010 ","I","9 Mar 2010",""
"Boston University","Economics, Master, Masters (F10)","Accepted via E-mail on 9 Mar 2010 ","U","9 Mar 2010",""
"Boston University","International Education Development, Masters (F10)","Accepted via E-mail on 18 Feb 2010 ","U","9 Mar 2010",""
"Boston University SED","International Education Development, Masters (F10)","Rejected via Postal Service on 8 Mar 2010 ","A","9 Mar 2010",""
"University Of Boston","ECE, PhD (F10)","Interview via E-mail on 9 Mar 2010 ","I","9 Mar 2010","proffessor told me that I am being considered for fellowship but wanted to know my degree of commitment what should I say? hmm..."
"Boston University","Political Science, PhD (F10)","Accepted via Postal Service on 9 Mar 2010 ","A","9 Mar 2010","I applied because their program fit my research interests. I guess we have a mutual understanding here. I'm happy! Hang in there..."
"Boston University","Speech-Language Pathology, Masters (F10)","Accepted via Postal Service on 9 Mar 2010 ","A","9 Mar 2010",""
"Boston University","Speech Language Pathology, Masters (S10)","Wait listed via Postal Service on 6 Mar 2010 ","A","8 Mar 2010",""
"Boston University","Communication Disorders / Speech-Language Pathology, Masters (F10)","Rejected via Phone on 8 Mar 2010 ","A","8 Mar 2010","not my first choice, but it still sucks :("
"Boston University School Of Education","International Education, Masters (F10)","Rejected via Postal Service on 8 Mar 2010 ","A","8 Mar 2010",""
"Boston University","Speech Language Pathology, Masters (F10)","Wait listed via Postal Service on 8 Mar 2010 ","A","8 Mar 2010",":("
"Boston University","Speech Langauge Pathology, Masters (F10)","Accepted via Postal Service on 7 Mar 2010 ","A","8 Mar 2010","In response to below, I'll be declining their acceptance, so you just moved one  up on the list =)"
"Boston University","Speech Langauge Pathology, Masters (F10)","Wait listed via Postal Service on 7 Mar 2010 ","A","8 Mar 2010","Does anyone know the chances of them finding room for me?"
"Boston University","Biology, PhD (F10)","Accepted via E-mail on 5 Mar 2010 ","A","6 Mar 2010","Wa-hoo!"
"Boston University","Speech Langauge Pathology, Masters (F10)","Rejected via Postal Service on 5 Mar 2010 ","A","6 Mar 2010","Have the option to be wait listed."
"Boston University","Speech Language Pathology, Masters (F10)","Accepted via Postal Service on 6 Mar 2010 ","A","6 Mar 2010",""
"Boston University","Speech Language Pathology, Masters (F10)","Accepted via Postal Service on 6 Mar 2010 Undergrad GPA: 3.57GRE General (V/Q/W): 620/690/4.50GRE Subject: n/a♦","A","6 Mar 2010","Makes those other rejections a little easier to take:)"
"Boston University Graduate School Of Arts & Sciences","International Relations, Masters (F10)","Accepted via E-mail on 5 Mar 2010 ","A","6 Mar 2010","didn't hear about funding yet."
"Boston University","Actuarial Science, Masters (F10)","Accepted via E-mail on 18 Feb 2010 ","I","6 Mar 2010","NO FUNDING"
"Boston University","Economics, PhD (F10)","Accepted via E-mail on 6 Mar 2010 ","I","6 Mar 2010","waiting for funding"
"Boston University","Biomedical Engineering, PhD (F10)","Accepted via E-mail on 6 Mar 2010 ","U","6 Mar 2010","3.7/4.0 from UC Berkeley, one conference talk, and 2 years of research experience, no pub. Q800/V510/A3.5"
"Boston University","Communications Disorders/ Speech Pathology, Masters (F10)","Accepted via Postal Service on 5 Mar 2010 ","A","5 Mar 2010","$10,000/year scholarship (without an undergrad background! sweet!)"
"Boston University","International Affairs, Masters (F10)","Accepted via E-mail on 5 Mar 2010 ","A","5 Mar 2010",""
"Boston University","American History, PhD (F10)","Rejected via Postal Service on 5 Mar 2010 ","A","5 Mar 2010","Surprised, but I have been accepted into other schools."
"Boston University","International Relations And Religion, Masters (F10)","Accepted via E-mail on 5 Mar 2010 Undergrad GPA: 3.94GRE General (V/Q/W): 760/750/5.50GRE Subject: n/a♦","A","5 Mar 2010","""I am pleased to inform you that the Department of International Relations at Boston University has recommended that you be admitted to the Graduate School of Arts & Sciences for the Fall 2010 Semester.  Congratulations!  You should soon receive an official letter from the Graduate School offering admission.""   :-D"
"Boston University","Biomedical Engineering, Masters (F10)","Accepted via Postal Service on 5 Mar 2010 ","A","5 Mar 2010",""
"Boston University","Speech - Language Pathology, Masters (F10)","Accepted via Postal Service on 5 Mar 2010 ","A","5 Mar 2010","$10, 000 scholarship"
"Boston University","Economics, Masters (F10)","Accepted via E-mail on 5 Mar 2010 Undergrad GPA: 7.50GRE General (V/Q/W): 790/800/3.50GRE Subject: n/a♦","I","5 Mar 2010","7.5/10 undergrad
"
"Boston University","Economics, Masters (F10)","Accepted via E-mail on 5 Mar 2010 Undergrad GPA: n/aGRE General (V/Q/W): 520/760/4.50GRE Subject: n/a♦","I","5 Mar 2010",""
"Boston University","Ecoonomics, Masters (F10)","Accepted via E-mail on 5 Mar 2010 ","U","5 Mar 2010",""
"Boston University","Economics, Masters (F10)","Accepted via E-mail on 5 Mar 2010 Undergrad GPA: 3.94GRE General (V/Q/W): 720/770/5.50GRE Subject: n/a♦","A","5 Mar 2010",""
"Boston University","Economics, PhD (F10)","Accepted via E-mail on 5 Mar 2010 Undergrad GPA: 3.90GRE General (V/Q/W): 790/450/4.50GRE Subject: n/a♦","U","5 Mar 2010","my first admission!!!  wait for financial aid.
bu econ master program graduate."
"Boston University","Economics, Masters (F10)","Accepted via E-mail on 5 Mar 2010 ","A","5 Mar 2010",""
"Boston University","Astronomy, PhD (F10)","Accepted via E-mail on 5 Mar 2010 ","A","5 Mar 2010","$9200/semester"
"Boston University","Speech - Language Pathology, Other (F10)","Accepted via Postal Service on 4 Mar 2010 ","A","4 Mar 2010","Accepted to the joint M.S./PhD program."
"Boston University","Computer Engineering, Masters (F10)","Accepted via Postal Service on 4 Mar 2010 Undergrad GPA: 3.60GRE General (V/Q/W): 770/660/4.00GRE Subject: n/a♦","A","4 Mar 2010","Receive tuition scholarship of 19k/year."
"Boston University","English, PhD (F10)","Accepted via E-mail on 2 Mar 2010 ","A","4 Mar 2010","The post immediately below is meant for Boston U, not Bovine U. Although Bovine sounds nice too."
"Boston University","English, PhD (F10)","Accepted via E-mail on 3 Mar 2010 ","A","4 Mar 2010","Got into the M.A. though I applied for the PhD. A maybe for financial aid."
"Boston University","Interdisciplinary Program In Sociology And Social Work, PhD (F10)","Other via E-mail on 3 Mar 2010 Undergrad GPA: 3.77GRE General (V/Q/W): 570/700/5.00GRE Subject: n/a♦","A","3 Mar 2010","Emailed the Chair of the program today; she emailed me back right away to say that admissions decision will be available in 2-3 weeks."
"Boston University School Of Medicine","Molecular Medicine, PhD (F10)","Interview via E-mail on 3 Mar 2010 ","U","3 Mar 2010","Interview on May 15"
"Boston University - School Of Public Health","Epidemiology, PhD (F10)","Accepted via E-mail on 3 Mar 2010 ","A","3 Mar 2010",""
"Boston University","European History, PhD (F10)","Other via E-mail on 3 Mar 2010 ","A","3 Mar 2010","For all those that noticed the decision on 3/2. The department sends e-mail notices to applicants who were recommended for admission; those not accepted receive letters from the Graduate School somewhat later.  No recommendation at the departmental level is official until the Graduate School has sent out its notice.
"
"Boston University School Of Public Health","Epidemiology, PhD (F10)","Accepted via E-mail on 3 Mar 2010 Undergrad GPA: n/aGRE General (V/Q/W): 680/750/5.50GRE Subject: n/a♦","A","3 Mar 2010","Email from Sherri Stuver, official acceptance package to come in a week or so. Scholarship will cover tuition in full for the the first year."
"Boston University - School Of Public Health","Biostatistics, PhD (F10)","Accepted via E-mail on 2 Mar 2010 ","U","3 Mar 2010","RA+Tuition waiver"
"Boston University School Of Education","School Leadership/Education Administration (MEd), Other (F10)","Accepted via Postal Service on 13 Feb 2010 ","A","3 Mar 2010","Financial Aid decisions to be sent in March."
"Boston University","Gastronomy, Masters (F10)","Accepted via E-mail on 16 Feb 2010 ","A","2 Mar 2010",""
"Boston University","Biostatistics, PhD (F10)","Accepted via Postal Service on 28 Feb 2010 ","U","2 Mar 2010",""
"Boston University","Master Of Economics, Masters (F10)","Accepted via E-mail on 27 Feb 2010 Undergrad GPA: 3.60GRE General (V/Q/W): 760/800/5.00GRE Subject: n/a♦","I","2 Mar 2010","The admission I got. But I am waiting for those better programs."
"Boston University School Of Education","Education, Masters (F10)","Accepted via Postal Service on 27 Feb 2010 ","A","2 Mar 2010",""
"Boston University - School Of Public Health","Public Health - Epidemiology, Masters (F10)","Wait listed via Postal Service on 1 Mar 2010 ","A","2 Mar 2010",""
"Boston University","Biomedical Engineering, PhD (F10)","Accepted via E-mail on 1 Mar 2010 ","A","2 Mar 2010","accepted and invited to open house, no mention of funding"
"Boston University","Political Science, PhD (F10)","Accepted via Postal Service on 1 Mar 2010 ","A","1 Mar 2010",""
"Boston University","Computer Science, PhD (F10)","Interview via Phone on 1 Mar 2010 ","I","1 Mar 2010","The Prof. said that I'm in the good category of applicants! I hope that! ;)"
"Boston University","Economics, Masters (F10)","Accepted via E-mail on 1 Mar 2010 ","A","1 Mar 2010","tm: econdev137"
"Boston University - School Of Public Health","Biostatistics, PhD (F10)","Accepted via E-mail on 1 Mar 2010 Undergrad GPA: 3.68GRE General (V/Q/W): 700/790/4.50GRE Subject: n/a♦","A","1 Mar 2010","Funding TBD"
"Boston University","Economics, PhD (F10)","Accepted via E-mail on 1 Mar 2010 ","I","1 Mar 2010","stipend $19,300 + $5,000 for summer + medical insurance"
"Boston University","Economics, PhD (F10)","Accepted via E-mail on 1 Mar 2010 Undergrad GPA: 3.86GRE General (V/Q/W): 630/790/5.00GRE Subject: n/a♦","U","1 Mar 2010","$19300 Stipend, $5000 Summer, tuition + insurance.

"
"Boston University","Economics, PhD (F10)","Other via E-mail on 1 Mar 2010 ","A","1 Mar 2010","Are you confident in the two BU posts below?  Seems a little early for BU to send out decisions (or maybe I'm just rationalizing because I was placing most my hope on BU)."
"Boston University","Economics, PhD (F10)","Accepted via E-mail on 1 Mar 2010 ","I","1 Mar 2010","$19,800 stipend"
"Boston University","Economics, PhD (F10)","Accepted via E-mail on 1 Mar 2010 ","U","1 Mar 2010","full tuition and a stipend of approximately $19,300, a summer stipend of $5000, and a medical insurance package."
"Boston University","English (Language And Literature), PhD (F10)","Accepted via Phone on 27 Feb 2010 ","","1 Mar 2010",""
"Boston University","French, Masters (F10)","Accepted via E-mail on 27 Feb 2010 ","A","27 Feb 2010","with a teaching fellowship!!!"
"Boston University","Anthropology, PhD (F10)","Accepted via E-mail on 15 Feb 2010 Undergrad GPA: n/aGRE General (V/Q/W): 720/550/5.50GRE Subject: n/a♦","I","27 Feb 2010",""
"Boston University","Economics, Masters (F10)","Accepted via E-mail on 26 Feb 2010 Undergrad GPA: 3.80GRE General (V/Q/W): 620/720/4.00GRE Subject: n/a♦","A","26 Feb 2010",""
"Boston University School Of Public Health","Social And Behavioral Sciences, Other (F10)","Accepted via E-mail on 25 Feb 2010 ","A","26 Feb 2010","DrPH"
"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Boston University","English, Other (F10)","Accepted via Phone on 26 Feb 2010 ","A","26 Feb 2010","MA/PhD program."
"Boston University","English (Language And Literature), PhD (F10)","Accepted via Postal Service on 25 Feb 2010 ","A","26 Feb 2010",""
"Boston University School Of Theology","MTS, Masters (F10)","Accepted via Phone on 22 Feb 2010 Undergrad GPA: 3.90GRE General (V/Q/W): 630/770/5.00GRE Subject: n/a♦","A","26 Feb 2010",""
"Boston University","Sociology, PhD (F10)","Accepted via E-mail on 24 Feb 2010 ","A","24 Feb 2010",""
"Boston University","Sociology, PhD (F10)","Accepted via E-mail on 24 Feb 2010 ","A","24 Feb 2010","Offering a one-year TA that waives tuition and gives housing stipend. Let's hope they can budge on that, because Ive already been offered guaranteed funding for five years elsewhere."
"Boston University","American History, PhD (F10)","Other via E-mail on 23 Feb 2010 Undergrad GPA: 3.90GRE General (V/Q/W): 630/720/0.00GRE Subject: n/a♦","A","24 Feb 2010","accepted to Masters with no funding"
"Boston University","Biostatistics, PhD (F10)","Accepted via E-mail on 24 Feb 2010 ","A","24 Feb 2010","No funding for the first year. Damn, was actually thinking about going if I got funding. Guess this makes the decision easier."
"Boston University","Accounting, PhD (F10)","Rejected via Other on 24 Feb 2010 ","A","24 Feb 2010","Email correspondence"
"Boston University","History, PhD (F10)","Accepted via E-mail on 23 Feb 2010 ","A","23 Feb 2010",""
"Boston University","Anthropology, PhD (F10)","Rejected via Phone on 23 Feb 2010 ","A","23 Feb 2010","Maybe in the next life"
"Boston University","Public Health (Biostatistics), PhD (F10)","Accepted via E-mail on 23 Feb 2010 ","U","23 Feb 2010",""
"Boston University","Biomedical Engineering, PhD (F10)","Accepted via E-mail on 23 Feb 2010 ","I","23 Feb 2010","YAY!! $27,600 fellowship for 1st year"
"Boston University","Anthropology, PhD (F10)","Rejected via E-mail on 22 Feb 2010 ","A","22 Feb 2010","I emailed to find out."
"Boston University School Of Medicine","Microbiology, PhD (F10)","Rejected via Postal Service on 22 Feb 2010 ","A","22 Feb 2010","Somewhat expected. BU undergrad in biochem/molecular bio."
"Boston University","Mathematical Finance, Masters (F10)","Interview via E-mail on 22 Feb 2010 ","U","22 Feb 2010","Just got an email from school of management ask for scheduling an interview. Does anybody know what will the interview be about? It's said to be a 10-15 min interview. Thanks."
"Boston University","Mechanical Engineering, PhD (F10)","Other via E-mail on 22 Feb 2010 Undergrad GPA: 3.83GRE General (V/Q/W): 660/800/5.00GRE Subject: n/a♦","A","22 Feb 2010","Received an email stating ""Your application to the College of Engineering Graduate Programs is now complete. It has been sent to the departmental admissions committee for consideration. ""  ( Everything had been submitted and received over a month ago)

It may take a number of weeks before your application can be fully acted upon."
"Boston University","Biomedical Engineering, PhD (F10)","Rejected via Postal Service on 20 Feb 2010 ","A","20 Feb 2010","Letter dated 2/12/10"
"Boston University","Political Science, PhD (F10)","Accepted via Postal Service on 20 Feb 2010 ","A","20 Feb 2010","no funding-- which has considerably dampened my excitement. I'm not sure what to do now..."
"Boston University","Anthropology (cultural), PhD (F10)","Rejected via E-mail on 18 Feb 2010 ","I","19 Feb 2010","I emailed to ask."
"Boston University School Of Education (Lynch)","Educational Research, Measurement, And Evaluation, PhD (F10)","Accepted via Phone on 19 Feb 2010 ","I","19 Feb 2010",""
"Boston University","Anthropology (cultural), PhD (F10)","Rejected via E-mail on 18 Feb 2010 ","U","18 Feb 2010","I emailed to ask."
"Boston University","Journalism And Mass Communication, Masters (F10)","Accepted via Phone on 17 Feb 2010 ","A","17 Feb 2010","Science journalism program. Hadn't had much contact with the program."
"Boston University","Political Science, PhD (F10)","Accepted via E-mail on 17 Feb 2010 ","A","17 Feb 2010","Accepted"
"Boston University","Political Science, PhD (F10)","Accepted via Phone on 17 Feb 2010 ","A","17 Feb 2010",""
"Boston University","Political Science, PhD (S10)","Rejected via Phone on 17 Feb 2010 ","A","17 Feb 2010","Called and the secretary checked for me."
"Boston University","DBA Management, PhD (F10)","Interview via Phone on 9 Feb 2010 ","I","17 Feb 2010",""
"Boston University","Anthropology (cultural), PhD (F10)","Accepted via E-mail on 16 Feb 2010 ","I","16 Feb 2010","waiting for funding"
"Boston University","Biomedical Engineering, PhD (F10)","Other via E-mail on 16 Feb 2010 ","A","16 Feb 2010","(repost) Submitted on time, got email Jan14 saying they had my app, just got email Feb16 ""It has been sent to the departmental admissions committee for consideration. It may take a number of weeks before your application can be fully acted upon."""
"Boston University","Anthropology, PhD (F10)","Accepted via E-mail on 16 Feb 2010 ","I","16 Feb 2010",""
"Boston University","Anthropology, PhD (F10)","Accepted via E-mail on 16 Feb 2010 ","A","16 Feb 2010","waitlisted for funding"
"Boston University","Biomedical Engineering, PhD (F10)","Other via E-mail on 16 Feb 2010 ","A","16 Feb 2010","They *just* sent my app to the departmental committee. Are you kidding me?"
"Boston University","Systems Engineering, PhD (F10)","Accepted via E-mail on 13 Feb 2010 ","I","16 Feb 2010","Admission with full financial support for the academic year 2010-11."
"Boston University","Biomedical Engineering, PhD (F10)","Accepted via Postal Service on 15 Feb 2010 ","U","16 Feb 2010",""
"Boston University","Astronomy, PhD (F10)","Accepted via Phone on 11 Feb 2010 ","U","15 Feb 2010",""
"Boston University School Of Education","Curriculum And Instruction, PhD (F10)","Accepted via Postal Service on 13 Feb 2010 ","A","14 Feb 2010","No word re. funding"
"Boston University School Of Education","Ed.M, Masters (F10)","Accepted via Postal Service on 12 Feb 2010 ","I","13 Feb 2010","Deadline was 2/1 --;;"
"Boston University","Chemistry, PhD (F10)","Accepted via E-mail on 11 Feb 2010 ","A","12 Feb 2010",""
"Boston University","Mathematical Finance, PhD (F10)","Accepted via E-mail on 12 Feb 2010 ","I","12 Feb 2010","I am not the same person who was wait listed, I did have an interview few weeks ago"
"Boston University","Mathematical Finance, PhD (F10)","Accepted via E-mail on 11 Feb 2010 ","I","11 Feb 2010",""
"Boston University","Physics, PhD (F10)","Rejected via Postal Service on 10 Feb 2010 ","A","11 Feb 2010",""
"Boston University","International Relations, PhD (F10)","Rejected via Postal Service on 6 Feb 2010 ","A","11 Feb 2010","Have MA from Brandeis University.  IR specialist."
"Boston University","Astronomy, PhD (F10)","Accepted via E-mail on 11 Feb 2010 ","U","11 Feb 2010",""
